,classification,vocab,pos,def
5346,第五級,sphere,名詞,球;球體;球形
5347,第三級,spice,動詞,加香料於
5347,第三級,spice,名詞,"香料,調味品;少許,一點"
5348,第五級,spicy,形容詞,辛辣的;痛快的
5349,第二級,spider,名詞,蜘蛛
5350,第三級,spill,動詞,使溢出;使濺出;使散落
5350,第三級,spill,名詞,溢出;濺出;散落
5351,第三級,spin,動詞,使(陀螺等)旋轉
5351,第三級,spin,名詞,旋轉;自旋
5352,第三級,spinach,名詞,菠菜
5353,第五級,spine,名詞,脊柱;書脊;骨氣
5354,第六級,spiral,形容詞,螺旋(形)的;盤旋的
5354,第六級,spiral,動詞,盤旋;成螺旋形
5354,第六級,spiral,名詞,螺旋(形);盤旋
5355,第二級,spirit,名詞,精神
5356,第四級,spiritual,形容詞,心靈的;崇高純潔的
5357,第三級,spit,動詞,吐(唾液等)
5357,第三級,spit,名詞,"唾液,口水"
5358,第三級,spite,名詞,"惡意,心術不良"
5359,第三級,splash,動詞,"濺,潑"
5359,第三級,splash,名詞,濺潑聲
5360,第四級,splendid,形容詞,燦爛的;傑出的
5361,第六級,splendor,名詞,光輝;壯觀;輝煌
5362,第四級,split,動詞,劈開;切開
5362,第四級,split,名詞,分裂;分割
5363,第三級,spoil,動詞,"寵壞,溺愛"
5364,第六級,spokesman,名詞,"發言人,代言人"
5365,第六級,spokesperson,名詞,發言人
5366,第六級,spokeswoman,名詞,女發言人
5367,第五級,sponge,動詞,(用海綿)揩拭;海綿般地吸收
5367,第五級,sponge,名詞,海綿;海綿狀物
5368,第五級,sponsor,動詞,發起;主辦;倡議;贊助
5368,第五級,sponsor,名詞,發起者;主辦者
5369,第五級,sponsorship,名詞,贊助
5370,第六級,spontaneous,形容詞,自發的;自然的
5371,第二級,spoon,名詞,湯匙
5372,第二級,sport,動詞,"炫耀;誇示;遊戲,嘲弄；穿戴"
5372,第二級,sport,名詞,消遣;運動;突變
5373,第六級,sportsman,名詞,運動家;願意冒險的人
5374,第六級,sportsmanship,名詞,"運動員精神,運動道德"
5375,第六級,sportswoman,名詞,女運動家
5376,第二級,spot,動詞,沾污;注意到
5376,第二級,spot,名詞,斑點;場所
5377,第六級,spotlight,動詞,聚光照明;使公眾注意
5377,第六級,spotlight,名詞,聚光燈;公眾注意的中心
5378,第五級,spouse,名詞,配偶
5379,第三級,spray,動詞,"噴灑,噴塗"
5379,第三級,spray,名詞,浪花;噴霧
5380,第二級,spread,動詞,展開;散布
5380,第二級,spread,名詞,蔓延;普及;價格差異
5381,第一級,spring,動詞,彈開;湧現;源(於)
5381,第一級,spring,名詞,春天;春季;泉
5382,第四級,sprinkle,動詞,"灑,噴淋;撒"
5382,第四級,sprinkle,名詞,稀疏小雨
5383,第六級,spur,動詞,用靴刺踢;鞭策;鼓勵
5383,第六級,spur,名詞,踢馬刺;激勵;(雞等的)距;骨刺
5384,第三級,spy,動詞,暗中監視
5384,第三級,spy,名詞,間諜
5385,第五級,squad,名詞,班;小隊;小組
5386,第一級,square,形容詞,正方形的
5386,第一級,square,名詞,正方形
5387,第五級,squash,動詞,把...壓扁(壓碎);鎮壓
5387,第五級,squash,名詞,擠壓;壓碎的東西;南瓜
5388,第五級,squat,形容詞,蹲著的;矮胖的
5388,第五級,squat,動詞,蹲坐;蜷伏
5388,第五級,squat,名詞,蹲坐;蜷伏
5389,第三級,squeeze,動詞,"榨,擠,壓"
5389,第三級,squeeze,名詞,榨;壓榨
5390,第三級,squirrel,名詞,松鼠
5391,第四級,stab,動詞,"刺,戳"
5391,第四級,stab,名詞,"刺,戳;刺破的傷口"
5392,第五級,stability,名詞,穩定;穩定性;安定
5393,第六級,stabilize,動詞,使穩定;使穩固
5394,第三級,stable,形容詞,"穩定的,牢固的"
5395,第五級,stack,動詞,把...疊成堆;堆放
5395,第五級,stack,名詞,乾草堆;一疊;煙囪
5396,第三級,stadium,名詞,"體育場,運動場;球場;競技場"
5397,第三級,staff,動詞,給...配備職員
5397,第三級,staff,名詞,(全體)職員;幕僚
5398,第二級,stage,動詞,上演;籌劃;發動
5398,第二級,stage,名詞,舞臺;(進展的)階段
5399,第六級,stagger,動詞,搖搖晃晃;蹣跚而行
5399,第六級,stagger,名詞,搖晃;蹣跚
5400,第五級,stain,動詞,沾污;染污;染色
5400,第五級,stain,名詞,污點;色斑;染色劑
5401,第一級,stair,名詞,梯級;樓梯
5402,第五級,stake,動詞,"把...押下打賭,拿...冒險"
5402,第五級,stake,名詞,股本;賭金;危險
5403,第三級,stale,形容詞,不新鮮的;污濁的;陳舊的
5404,第五級,stall,動詞,拋錨;支吾;拖延
5404,第五級,stall,名詞,廄;攤位;(汽車的)拋錨;小隔間
5405,第二級,stamp,動詞,頓足;蓋印
5405,第二級,stamp,名詞,郵票;印章
5406,第五級,stance,名詞,站立(或安放)的姿勢;立場
5407,第一級,stand,動詞,站住
5407,第一級,stand,動詞,堅持
5407,第一級,stand,動詞,面對
5407,第一級,stand,動詞,承擔...任務
5407,第一級,stand,名詞,"攤子;停止,站立；立場;態度"
5408,第二級,standard,形容詞,一般性的
5408,第二級,standard,名詞,標準
5409,第六級,staple,動詞,用U形釘固定;用釘書針釘
5409,第六級,staple,名詞,U形釘;釘書針;日常必需品
5410,第一級,star,動詞,主演;表現出色
5410,第一級,star,名詞,星星;明星
5411,第三級,stare,動詞,"盯,凝視"
5411,第三級,stare,名詞,"凝視,注視"
5412,第一級,start,動詞,開始
5412,第一級,start,名詞,出發;開端;啟動
5413,第五級,startle,動詞,使驚嚇;使驚奇
5414,第六級,starvation,名詞,飢餓;挨餓
5415,第三級,starve,動詞,餓死;餓得慌;渴望
5416,第二級,state,動詞,陳述
5417,第二級,statement,名詞,"陳述,說明;結單"
5418,第六級,statesman,名詞,政治家
5419,第一級,station,名詞,車站;場所
5420,第六級,stationary,形容詞,不動的;定居的
5421,第六級,stationery,名詞,文具
5422,第四級,statistic,名詞,統計量;統計數值
5423,第五級,statistical,形容詞,統計的;統計學的
5424,第三級,statue,名詞,"雕像,塑像"
5425,第六級,stature,名詞,身高;高度
5426,第四級,status,名詞,"狀況,狀態"
5427,第六級,statute,名詞,法令，法規
5428,第一級,stay,動詞,停留
5428,第一級,stay,名詞,"停留,逗留;停止;延後;持續力"
5429,第三級,steady,形容詞,"穩固的,平穩的"
5429,第三級,steady,動詞,使穩固;使穩定
5429,第三級,steady,副詞,穩固地;穩定地
5429,第三級,steady,名詞,(關係確定的)情侶;固定支架
5430,第二級,steak,名詞,牛排
5431,第三級,steal,動詞,偷竊
5432,第三級,steam,動詞,蒸
5432,第三級,steam,名詞,蒸氣
5433,第二級,steel,動詞,鋼化;給...包上鋼
5433,第二級,steel,名詞,"鋼,鋼鐵"
5434,第三級,steep,形容詞,陡峭的
5435,第五級,steer,動詞,"掌(船)舵,駕駛"
5435,第五級,steer,名詞,"指點,建議"
5436,第四級,stem,動詞,"起源於,由...而造成"
5436,第四級,stem,名詞,"莖,(樹)幹,(葉)柄"
5437,第二級,step,動詞,跨(步);踏(腳)
5437,第二級,step,名詞,步;臺階
5438,第六級,stepchild,名詞,繼子(或繼女)
5439,第六級,stepfather,名詞,"繼父,後父"
5440,第六級,stepmother,名詞,"繼母,後母"
5441,第四級,stereo,名詞,立體音響裝置
5442,第五級,stereotype,動詞,使成為陳規;把...澆鑄成鉛板
5442,第五級,stereotype,名詞,陳規;鉛版印刷
5443,第五級,stew,動詞,(用文火)燉;使極度不安;悶熱冒汗
5443,第五級,stew,名詞,燉肉;燜菜;燉煮的食物
5444,第二級,stick,動詞,黏貼;刺;戮;釘住;插牢;堅持
5444,第二級,stick,名詞,棍;棒;杖;枝條
5445,第三級,sticky,形容詞,黏的;塗有黏膠物質的;泥濘的
5446,第三級,stiff,形容詞,"硬的;挺的;拘謹的,不自然的"
5447,第一級,still,形容詞,靜止的
5447,第一級,still,副詞,仍然
5448,第五級,stimulate,動詞,刺激;激勵;使興奮;促使
5449,第六級,stimulation,名詞,刺激;興奮;激勵
5450,第五級,stimulus,名詞,刺激;刺激品;興奮劑
5451,第三級,sting,動詞,"刺,螫,叮"
5451,第三級,sting,名詞,螫針;刺
5452,第四級,stingy,形容詞,小氣的
5453,第五級,stink,動詞,發惡臭;名聲臭
5453,第五級,stink,名詞,臭氣
5454,第三級,stir,動詞,"攪拌,攪動"
5454,第三級,stir,名詞,"撥動,攪拌"
5455,第三級,stitch,動詞,縫;繡;編結
5455,第三級,stitch,名詞,一針;(縫合傷口的)針線;針法
5456,第五級,stock,名詞,(公司的)股票;存貨
5457,第四級,stocking,名詞,長筒襪
5458,第三級,stomach,名詞,胃
5459,第二級,stomachache,名詞,胃痛
5460,第二級,stone,動詞,用石頭鋪;用磨刀石磨
5460,第二級,stone,名詞,石頭
5461,第三級,stool,名詞,凳子;擱腳凳;解大便
5462,第一級,stop,動詞,停止
5462,第一級,stop,名詞,車站
5463,第五級,storage,名詞,貯藏;貯藏庫
5464,第一級,store,動詞,貯存;收存;供應;蓄有
5464,第一級,store,名詞,商店
5465,第二級,storm,動詞,猛攻
5465,第二級,storm,名詞,暴風雨
5466,第三級,stormy,形容詞,暴風雨的
5467,第一級,story,名詞,故事;樓層
5468,第三級,stove,名詞,爐灶
5469,第一級,straight,形容詞,直的
5469,第一級,straight,副詞,"直,挺直地;正直地;立刻"
5469,第一級,straight,名詞,"直,挺直;(紙牌)五張順牌"
5470,第五級,straighten,動詞,把...弄直;澄清
5471,第五級,straightforward,形容詞,一直向前的;正直的;簡單易懂的
5472,第五級,strain,動詞,拉緊;伸張;竭力;扭傷;過濾
5472,第五級,strain,名詞,拉緊;張力;壓力;扭傷;血緣
5473,第六級,strait,名詞,海峽
5474,第五級,strand,動詞,使擱淺;處於困境
5474,第五級,strand,名詞,股;縷;絞;線;繩;串
5475,第一級,strange,形容詞,奇怪的
5476,第二級,stranger,名詞,陌生人
5477,第六級,strangle,動詞,勒死;扼住;悶住
5478,第五級,strap,動詞,用帶捆綁(或束住)
5478,第五級,strap,名詞,帶子;皮帶
5479,第五級,strategic,形容詞,戰略的
5480,第三級,strategy,名詞,"策略,計謀"
5481,第三級,straw,名詞,稻草;吸管
5482,第二級,strawberry,名詞,草莓
5483,第六級,stray,形容詞,迷路的;流浪的;零星的
5483,第六級,stray,動詞,迷路;流浪;分心;入歧途
5483,第六級,stray,名詞,迷路者;流浪者;走失的家畜
5484,第二級,stream,動詞,流;蜂擁而進
5484,第二級,stream,名詞,溪流
5485,第一級,street,名詞,街道
5486,第三級,strength,名詞,"力量,力氣"
5487,第四級,strengthen,動詞,加強;增強
5488,第二級,stress,動詞,強調
5488,第二級,stress,名詞,壓力
5489,第二級,stretch,動詞,"舒展肢體,伸懶腰"
5489,第二級,stretch,名詞,伸直;伸出;伸長
5490,第二級,strict,形容詞,"嚴謹的,精確的"
5491,第六級,stride,動詞,邁大步走;跨越
5491,第六級,stride,名詞,闊步;步姿
5492,第二級,strike,動詞,打擊;(鐘)敲響
5492,第二級,strike,名詞,攻擊;罷工
5493,第五級,striking,形容詞,"顯著的,突出的;罷工的"
5494,第一級,string,名詞,線;細繩;帶子;（球拍的、樂器的）弦;字串
5495,第三級,strip,動詞,"剝去,剝光"
5495,第三級,strip,名詞,"條,帶;脫衣舞"
5496,第四級,stripe,名詞,條紋;斑紋;線條
5497,第四級,strive,動詞,"努力,苦幹,奮鬥;反抗,力爭"
5498,第四級,stroke,動詞,畫短線於
5498,第四級,stroke,名詞,"中風;打,擊;(寫字,繪畫的)一筆"
5499,第六級,stroll,動詞,散步;溜達
5499,第六級,stroll,名詞,散步;閒逛
5500,第一級,strong,形容詞,強壯的
5501,第五級,structural,形容詞,建築上的;建築用的;結構上的
5502,第三級,structure,名詞,結構;構造;建築物
5503,第二級,struggle,動詞,掙扎;對抗
5503,第二級,struggle,名詞,使勁;掙扎
5504,第三級,stubborn,形容詞,"倔強的,頑固的"
5505,第一級,student,名詞,學生
5506,第三級,studio,名詞,"工作室,畫室;雕塑室;照相館"
5507,第一級,study,動詞,學習;讀書
5507,第一級,study,名詞,書房
5508,第三級,stuff,動詞,裝;填;塞
5508,第三級,stuff,名詞,"材料,原料;物品"
5509,第五級,stumble,動詞,絆腳;絆倒;踉蹌
5509,第五級,stumble,名詞,絆倒;失足
5510,第六級,stun,動詞,使昏迷;使大吃一驚
5511,第一級,stupid,形容詞,笨的
5512,第五級,sturdy,形容詞,結實的;健康的;堅固的
5513,第六級,stutter,動詞,結結巴巴地說話
5513,第六級,stutter,名詞,結巴;口吃
5514,第二級,style,動詞,稱呼;命名;設計;使成為時髦
5514,第二級,style,名詞,時尚;風格;文體
5515,第六級,stylish,形容詞,時髦的;漂亮的
5516,第一級,subject,名詞,主題;學科
5517,第六級,subjective,形容詞,主觀的;個人的;主詞的
5517,第六級,subjective,名詞,主格
5518,第四級,submarine,形容詞,海底的
5518,第四級,submarine,名詞,潛艇
5519,第五級,submit,動詞,提交;呈遞;使服從
5520,第六級,subordinate,形容詞,下級的;次要的;從屬的
5520,第六級,subordinate,動詞,使居次要地位;使隸屬;使服從
5520,第六級,subordinate,名詞,部下;下級職員
5521,第六級,subscribe,動詞,訂閱;認捐;簽名
5522,第六級,subscription,名詞,訂閱費;會費;捐款;署名
5523,第五級,subsequent,形容詞,隨後的;接著發生的
5524,第六級,subsidize,動詞,給...津貼;資助
5525,第五級,subsidy,名詞,津貼;補貼
5526,第三級,substance,名詞,物質;主旨;要義
5527,第五級,substantial,形容詞,大量的;實在的
5528,第五級,substitute,動詞,用...代替;代替
5528,第五級,substitute,名詞,代替物;代用品
5529,第五級,subtle,形容詞,微妙的;難捉摸的
5530,第三級,subtract,動詞,"減,減去"
5531,第三級,suburb,名詞,郊區
5532,第五級,suburban,形容詞,郊區的;近郊的
5533,第二級,subway,名詞,地鐵
5534,第二級,succeed,動詞,成功
5535,第二級,success,名詞,成功
5536,第一級,successful,形容詞,成功的
5537,第六級,succession,名詞,連續;一連串;繼承權
5538,第六級,successive,形容詞,連續的;後繼的;繼承的
5539,第五級,successor,名詞,繼任者;繼承人
5540,第二級,such,形容詞,如此的
5540,第二級,such,代名詞,這樣的人(或事物);上述的人(或事物)
5541,第三級,suck,動詞,"吸,吮,啜"
5541,第三級,suck,名詞,"吸吮,吸食;一口"
5542,第二級,sudden,形容詞,突然的
5542,第二級,sudden,名詞,突然發生的事
5543,第四級,sue,動詞,控告
5544,第三級,suffer,動詞,遭受;經歷;受苦;患病
5545,第三級,sufficient,形容詞,"足夠的,充分的"
5546,第六級,suffocate,動詞,使窒息;扼制
5547,第一級,sugar,名詞,糖
5548,第二級,suggest,動詞,建議
5549,第四級,suggestion,名詞,"建議,提議"
5550,第三級,suicide,名詞,"自殺,自殺行為"
5551,第二級,suit,動詞,適合;相稱;彼此協調
5551,第二級,suit,名詞,一套衣服;訴訟
5552,第二級,suitable,形容詞,適當的;合適的;適宜的
5553,第六級,suitcase,名詞,小型旅行箱;手提箱
5554,第五級,suite,名詞,套房;系列
5555,第三級,sum,動詞,計算...的總和
5555,第三級,sum,名詞,"總和,總計"
5556,第四級,summarize,動詞,"總結,概述,概括"
5557,第三級,summary,名詞,"總結,摘要"
5558,附　錄,summer,名詞,夏天;夏季
5559,第三級,summit,名詞,頂峰;最高級會議
5560,第六級,summon,動詞,召喚
5561,第一級,sun,動詞,"曬,曝"
5561,第一級,sun,動詞,曬太陽
5561,第一級,sun,名詞,太陽
5562,附　錄,Sun.,縮寫,星期日 (Sunday)
5563,附　錄,Sunday,名詞,星期日
5564,第一級,sunny,形容詞,晴朗的
5565,第二級,super,形容詞,超級的
5565,第二級,super,副詞,很;極
5566,第五級,superb,形容詞,宏偉的;華麗的
5566,第五級,superb,形容詞,"上乘的,一流的"
5567,第六級,superficial,形容詞,外表的;粗略的;膚淺的
5568,第六級,superintendent,名詞,監督人;監管者
5569,第三級,superior,形容詞,"優秀的,上等的"
5569,第三級,superior,名詞,上司;長官
5570,第六級,superiority,名詞,優越;優勢;上級
5571,第一級,supermarket,名詞,超級市場
5572,第五級,superstition,名詞,迷信
5573,第六級,superstitious,形容詞,迷信的
5574,第五級,supervise,動詞,監督;管理;指導
5575,第五級,supervision,名詞,管理;監督
5576,第五級,supervisor,名詞,管理人;指導者
5577,第二級,supper,名詞,晚餐
5578,第六級,supplement,動詞,增補;為...補編附錄
5578,第六級,supplement,名詞,增補;(書籍的)補遺;附錄
5579,第二級,supply,動詞,"供給,供應"
5579,第二級,supply,名詞,生活用品;補給品
5580,第二級,support,動詞,支持
5580,第二級,support,名詞,支持
5581,第二級,suppose,動詞,"猜想,以為;假定"
5582,第五級,supposedly,副詞,大概
5583,第六級,suppress,動詞,鎮壓;壓制;抑制
5584,第五級,supreme,形容詞,"最高的,至上的"
5585,第一級,sure,形容詞,確定
5585,第一級,sure,副詞,的確;一定;當然
5586,第二級,surf,動詞,衝浪;在網路或頻道上搜索資料
5587,第二級,surface,動詞,"顯露,呈現;起床,露面"
5587,第二級,surface,名詞,表面
5588,第六級,surge,動詞,(海浪)洶湧;激增
5588,第六級,surge,名詞,大浪;波濤
5589,第四級,surgeon,名詞,外科醫生
5590,第四級,surgery,名詞,(外科)手術
5591,第六級,surgical,形容詞,外科手術的;精確的
5592,第六級,surname,名詞,姓，姓氏
5593,第六級,surpass,動詞,勝過;大於;多於
5594,第五級,surplus,形容詞,過剩的;剩餘的
5594,第五級,surplus,名詞,過剩;剩餘物;盈餘
5595,第一級,surprise,動詞,使驚奇
5595,第一級,surprise,名詞,意外之事物
5596,第一級,surprised,形容詞,驚訝的
5597,第四級,surrender,動詞,"使投降,使自首"
5597,第四級,surrender,名詞,"投降,自首"
5598,第三級,surround,動詞,"圍,圍繞"
5599,第四級,surroundings,名詞,周圍的事物;周圍的情況
5600,第五級,surveillance,名詞,看守;監視;監督
5601,第三級,survey,動詞,"測量,勘測"
5601,第三級,survey,名詞,調查;調查報告
5602,第二級,survival,名詞,倖存;殘存
5603,第二級,survive,動詞,在...之後仍然活著
5604,第三級,survivor,名詞,"倖存者,生還者"
5605,第三級,suspect,形容詞,可疑的;受到懷疑的;不可信的
5605,第三級,suspect,動詞,"疑有,察覺"
5605,第三級,suspect,名詞,嫌疑犯;可疑分子
5606,第五級,suspend,動詞,使中止
5607,第六級,suspense,名詞,掛慮;懸疑;暫時停止
5608,第六級,suspension,名詞,暫停;中止;停職
5609,第三級,suspicion,名詞,"懷疑,疑心,猜疑"
5610,第四級,suspicious,形容詞,"猜疑的,疑心的;多疑的"
5611,第五級,sustain,動詞,支撐;承受
5612,第五級,sustainable,形容詞,可持續的，能承受的
5613,第二級,swallow,動詞,吞嚥
5613,第二級,swallow,名詞,吞嚥;燕子
5614,第六級,swamp,動詞,使陷入沼澤;淹沒;使陷入困境
5614,第六級,swamp,名詞,沼澤;沼澤地;困境
5615,第三級,swan,名詞,天鵝
5616,第五級,swap,動詞,交換;以...作交換
5616,第五級,swap,名詞,交換;交換的東西
5617,第六級,swarm,動詞,成群地移動(或飛行);擠滿
5617,第六級,swarm,名詞,(密集的)一大群
5618,第四級,sway,動詞,搖動;搖擺;影響
5618,第四級,sway,名詞,搖動;搖擺;影響
5619,第三級,swear,動詞,發誓;宣誓
5620,第三級,sweat,動詞,出汗
5620,第三級,sweat,名詞,"汗,汗水"
5621,第二級,sweater,名詞,毛衣
5622,第二級,sweep,動詞,掃
5623,第一級,sweet,形容詞,甜的
5624,第三級,swell,動詞,"腫起,腫脹"
5624,第三級,swell,名詞,"鼓起,膨脹"
5625,第三級,swift,形容詞,"快速的,快捷的"
5626,第二級,swim,動詞,游泳
5626,第二級,swim,名詞,"游泳;暈眩,眼花;潮流"
5627,第二級,swimsuit,名詞,泳衣
5628,第二級,swing,動詞,搖擺;揮動
5628,第二級,swing,名詞,鞦韆;搖擺音樂
5629,第二級,switch,動詞,使轉換;為...轉接(電話)
5629,第二級,switch,名詞,"開關,電閘"
5630,第三級,sword,名詞,"劍,刀"
5631,第四級,syllable,名詞,音節
5632,第二級,symbol,名詞,符號;象徵
5633,第五級,symbolic,形容詞,象徵的;符號的
5634,第六級,symbolize,動詞,"象徵,標誌"
5635,第六級,symmetry,名詞,對稱(性)
5636,第四級,sympathetic,形容詞,同情的;有同情心的
5637,第六級,sympathize,動詞,同情;憐憫
5638,第四級,sympathy,名詞,"同情,同情心;弔唁"
5639,第六級,symphony,名詞,"交響樂,交響曲"
5640,第五級,symptom,名詞,"症狀,徵候"
5641,第五級,syndrome,名詞,症狀
5642,第六級,synonym,名詞,同義字;同物異名
5643,第六級,synthetic,形容詞,綜合(性)的;合成的;人造的
5643,第六級,synthetic,名詞,合成物;合成纖維
5644,第六級,syrup,名詞,糖漿
5645,第二級,system,名詞,系統
5646,第四級,systematic,形容詞,有系統的;成體系的
5647,第一級,table,名詞,"桌子;表,目錄"
5648,第三級,tablet,名詞,藥片;小片；平板電腦
5649,第五級,tackle,動詞,著手對付(或處理);擒抱並摔倒
5650,第五級,tactic,名詞,戰術;策略;手法（通常複數 tactics)
5651,第三級,tag,動詞,給...加標籤
5651,第三級,tag,名詞,標籤
5652,第一級,tail,名詞,尾巴
5653,第三級,tailor,名詞,裁縫師
5654,附　錄,Taiwan,名詞,台灣
5655,第一級,take,動詞,拿;帶;採用
5656,第二級,tale,名詞,"故事,傳說;謊話"
5657,第三級,talent,名詞,天才
5658,第一級,talk,動詞,講話
5658,第一級,talk,名詞,談話;交談;空話;話題;談判
5659,第三級,talkative,形容詞,好說話的
5660,第一級,tall,形容詞,高的
5661,第三級,tame,形容詞,"經馴養的,馴服的"
5661,第三級,tame,動詞,馴化;使軟化
5662,第六級,tan,形容詞,鞣革的;棕褐色的
5662,第六級,tan,動詞,曬成棕褐色;鞣(皮)
5662,第六級,tan,名詞,棕褐色;曬成的棕褐膚色;鞣料
5663,第三級,tangerine,名詞,橘子
5664,第五級,tangle,動詞,使糾結;使混亂
5664,第五級,tangle,名詞,糾結;紛亂
5665,第三級,tank,名詞,槽;坦克
5666,附　錄,Taoism,名詞,道教
5667,附　錄,Taoist,名詞,道教徒
5668,第三級,tap,動詞,"輕拍,輕叩"
5668,第三級,tap,名詞,龍頭;竊聽器
5669,第一級,tape,名詞,錄音帶;錄影帶;膠帶
5670,第二級,target,動詞,把...作為目標(或對象)
5670,第二級,target,名詞,目標
5671,第二級,task,動詞,派給...任務;要...做一項工作
5671,第二級,task,名詞,任務;工作
5672,第一級,taste,動詞,嘗
5672,第一級,taste,名詞,"味道,滋味;體驗;風雅;得體;興趣"
5673,第三級,tasty,形容詞,高雅的;大方的
5674,第二級,tax,動詞,向...課稅
5674,第二級,tax,名詞,稅;稅金
5675,第一級,taxi,名詞,計程車
5676,第一級,taxicab,名詞,計程車
5677,第一級,tea,名詞,茶
5678,第一級,teach,動詞,教
5679,第一級,teacher,名詞,老師
5680,第一級,team,動詞,使合作;結成一隊
5680,第一級,team,名詞,隊
5681,第二級,teapot,名詞,茶壺
5682,第二級,tear,動詞,撕
5682,第二級,tear,名詞,眼淚
5683,第三級,tease,動詞,逗弄;取笑;向...強求
5684,第三級,technical,形容詞,"專門的,技術性的"
5685,第四級,technician,名詞,"技術人員,技師"
5686,第三級,technique,名詞,技巧;技術
5687,第四級,technological,形容詞,"技術(學)的,工藝(學)的"
5688,第二級,technology,名詞,工藝學;工藝
5689,第六級,tedious,形容詞,冗長乏味的;使人厭煩的
5690,第三級,teenage,形容詞,十幾歲的
5691,第一級,teenager,名詞,十幾歲孩子
5692,第二級,teens,名詞,青少年(指13至19歲);13-19
5693,第六級,telecommunications,名詞,通訊
5694,第四級,telegraph,動詞,用電報發送;電匯;電購
5694,第四級,telegraph,名詞,"電報,電信"
5695,第一級,telephone,動詞,"打電話,通電話"
5695,第一級,telephone,名詞,電話
5696,第四級,telescope,名詞,望遠鏡
5697,第一級,television,名詞,電視
5698,第一級,tell,動詞,告訴
5699,第六級,teller,名詞,敘述者;(銀行)出納員
5700,第三級,temper,名詞,情緒;脾氣;暴躁
5701,第二級,temperature,名詞,溫度
5702,第一級,temple,名詞,廟宇;神殿
5703,第六級,tempo,名詞,速度;拍子
5704,第三級,temporary,形容詞,臨時的;暫時的
5705,第五級,tempt,動詞,引誘;誘惑
5706,第五級,temptation,名詞,引誘;誘惑;誘惑物
5707,附　錄,ten,形容詞,十的
5707,附　錄,ten,名詞,十
5708,第六級,tenant,動詞,"租,租賃;居住於"
5708,第六級,tenant,名詞,房客
5709,第三級,tend,動詞,走向;趨向;照料
5710,第四級,tendency,名詞,傾向;癖性
5711,第三級,tender,形容詞,溫柔的
5712,第一級,tennis,名詞,網球
5713,第四級,tense,形容詞,繃緊的
5713,第四級,tense,動詞,"使拉緊,使繃緊"
5714,第四級,tension,名詞,緊張;張力
5715,第三級,tent,名詞,帳篷
5716,第六級,tentative,形容詞,試驗性的;暫時性的;猶豫的
5717,附　錄,tenth,形容詞,第十的；十分之一的
5717,附　錄,tenth,名詞,十分之一；第十
5718,第二級,term,動詞,"把...稱為,把...叫做"
5718,第二級,term,名詞,術語;學期
5719,第五級,terminal,形容詞,末端的;終點的
5719,第五級,terminal,名詞,終端機;接頭
5720,第六級,terrace,動詞,使成梯形地
5720,第六級,terrace,名詞,大陽臺;露天階梯看臺;梯田
5721,第一級,terrible,形容詞,可怕的
5722,第三級,terrific,形容詞,非常好的;可怕的
5723,第五級,terrify,動詞,使害怕;使恐怖
5724,第三級,territory,名詞,"領土,版圖"
5725,第四級,terror,名詞,"恐怖,驚駭"
5726,第二級,terrorism,名詞,恐怖主義;恐怖行動
5727,第二級,terrorist,名詞,恐怖主義者;恐怖分子
5728,第一級,test,動詞,試驗;測驗
5728,第一級,test,名詞,測驗;考試
5729,第五級,testify,動詞,作證;表明
5730,第二級,text,名詞,"正文,本文"
5731,第二級,textbook,名詞,教科書
5732,第六級,textile,形容詞,紡織的
5732,第六級,textile,名詞,紡織品;紡織原料
5733,第五級,texture,動詞,使...行成紋理
5733,第五級,texture,名詞,(織物的)結構;質地;紋理;肌理
5734,附　錄,Thailand,名詞,泰國
5735,第一級,than,介系詞,比
5735,第一級,than,介系詞,超過
5735,第一級,than,連接詞,比較
5736,第一級,thank,動詞,感謝
5736,第一級,thank,名詞,感謝;謝意;謝辭
5737,第三級,thankful,形容詞,"感謝的,感激的"
5738,第一級,that,形容詞,那;那個
5738,第一級,that,副詞,"那樣,那麼"
5738,第一級,that,連接詞,以致
5738,第一級,that,代名詞,那人;那事
5739,第一級,that's,縮短形,that is
5740,第一級,the,冠詞,這
5741,附　錄,The Principal Oceans of the World,片語,世界主要海洋
5742,第一級,theater,名詞,戲院;劇院
5743,第五級,theft,名詞,"偷竊,盜竊"
5744,第一級,their,代名詞,(所有格) 他們的
5745,第一級,theirs,代名詞,(所有格) 他們的(東西)
5746,第一級,them,代名詞,(受格) 他們
5747,第四級,theme,名詞,主題思想;題材;主題曲
5748,第一級,themselves,代名詞,"(反身代名詞)   他(她,它)們自己"
5749,第一級,then,形容詞,當時的
5749,第一級,then,副詞,當時;之後;那麼
5750,第五級,theology,名詞,神學;宗教信仰
5751,第五級,theoretical,形容詞,理論的;非應用的;假設的
5752,第三級,theory,名詞,學說;論說
5753,第五級,therapist,名詞,治療技師或專家
5754,第五級,therapy,名詞,"治療,療法"
5755,第一級,there,副詞,在那裡
5755,第一級,there,名詞,"那個地方,那裡"
5756,第六級,thereafter,副詞,之後;以後
5757,第五級,thereby,副詞,因此;由此
5758,第二級,therefore,副詞,因此
5759,第一級,there's,縮短形,there is
5759,第一級,there's,縮短形,there has
5760,第六級,thermometer,名詞,溫度計;寒暑錶
5761,第一級,these,形容詞,這些 (this 的複數)
5761,第一級,these,代名詞,這些
5762,第五級,thesis,名詞,論題;畢業(或學位)論文
5763,第一級,they,代名詞,他們
